,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
264,3,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,14,1,1,1,3,0,7,6,False
265,3,0,0,0,1,1,1,3,2,0,0,0,1,0,1,2,6,0,0,1,3,0,3,6,False
266,3,0,0,0,1,1,1,3,4,0,0,1,2,0,2,4,9,1,1,0,0,1,4,1,False
267,2,0,0,0,1,0,1,2,7,0,0,1,3,1,3,7,3,0,0,0,1,1,1,3,False
268,3,0,0,0,1,1,1,3,8,1,1,0,0,0,4,0,2,0,0,0,1,0,1,2,True
269,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,5,0,0,1,2,1,2,5,False
270,2,0,0,0,1,0,1,2,13,1,1,1,2,1,6,5,15,1,1,1,3,1,7,7,True
271,3,0,0,0,1,1,1,3,14,1,1,1,3,0,7,6,14,1,1,1,3,0,7,6,True
272,5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,11,1,1,0,1,1,5,3,True
273,5,0,0,1,2,1,2,5,2,0,0,0,1,0,1,2,2,0,0,0,1,0,1,2,True
274,5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,2,0,0,0,1,0,1,2,False
275,4,0,0,1,2,0,2,4,6,0,0,1,3,0,3,6,8,1,1,0,0,0,4,0,False
276,4,0,0,1,2,0,2,4,9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,True
277,4,0,0,1,2,0,2,4,11,1,1,0,1,1,5,3,2,0,0,0,1,0,1,2,True
278,4,0,0,1,2,0,2,4,13,1,1,1,2,1,6,5,2,0,0,0,1,0,1,2,False
279,5,0,0,1,2,1,2,5,14,1,1,1,3,0,7,6,0,0,0,0,0,0,0,0,False
280,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,10,1,1,0,1,0,5,2,True
281,7,0,0,1,3,1,3,7,3,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,True
282,7,0,0,1,3,1,3,7,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,True
283,7,0,0,1,3,1,3,7,7,0,0,1,3,1,3,7,4,0,0,1,2,0,2,4,True
284,7,0,0,1,3,1,3,7,8,1,1,0,0,0,4,0,4,0,0,1,2,0,2,4,False
285,7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,3,0,0,0,1,1,1,3,True
286,6,0,0,1,3,0,3,6,12,1,1,1,2,0,6,4,8,1,1,0,0,0,4,0,False
287,7,0,0,1,3,1,3,7,15,1,1,1,3,1,7,7,12,1,1,1,2,0,6,4,True
288,9,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,7,0,0,1,3,1,3,7,False
289,8,1,1,0,0,0,4,0,2,0,0,0,1,0,1,2,7,0,0,1,3,1,3,7,False
290,9,1,1,0,0,1,4,1,4,0,0,1,2,0,2,4,7,0,0,1,3,1,3,7,True
291,8,1,1,0,0,0,4,0,7,0,0,1,3,1,3,7,2,0,0,0,1,0,1,2,False
292,8,1,1,0,0,0,4,0,9,1,1,0,0,1,4,1,10,1,1,0,1,0,5,2,True
293,8,1,1,0,0,0,4,0,10,1,1,0,1,0,5,2,15,1,1,1,3,1,7,7,False
294,8,1,1,0,0,0,4,0,13,1,1,1,2,1,6,5,1,0,0,0,0,1,0,1,False
295,8,1,1,0,0,0,4,0,14,1,1,1,3,0,7,6,15,1,1,1,3,1,7,7,True
296,11,1,1,0,1,1,5,3,1,0,0,0,0,1,0,1,12,1,1,1,2,0,6,4,False
297,11,1,1,0,1,1,5,3,2,0,0,0,1,0,1,2,14,1,1,1,3,0,7,6,False
298,11,1,1,0,1,1,5,3,5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,True
299,11,1,1,0,1,1,5,3,6,0,0,1,3,0,3,6,15,1,1,1,3,1,7,7,True
300,11,1,1,0,1,1,5,3,9,1,1,0,0,1,4,1,15,1,1,1,3,1,7,7,False
301,11,1,1,0,1,1,5,3,11,1,1,0,1,1,5,3,13,1,1,1,2,1,6,5,False
302,11,1,1,0,1,1,5,3,12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,False
303,10,1,1,0,1,0,5,2,15,1,1,1,3,1,7,7,4,0,0,1,2,0,2,4,True
304,12,1,1,1,2,0,6,4,0,0,0,0,0,0,0,0,15,1,1,1,3,1,7,7,False
305,13,1,1,1,2,1,6,5,2,0,0,0,1,0,1,2,5,0,0,1,2,1,2,5,False
306,13,1,1,1,2,1,6,5,5,0,0,1,2,1,2,5,2,0,0,0,1,0,1,2,False
307,12,1,1,1,2,0,6,4,6,0,0,1,3,0,3,6,9,1,1,0,0,1,4,1,False
308,13,1,1,1,2,1,6,5,9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,True
309,12,1,1,1,2,0,6,4,10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,True
310,13,1,1,1,2,1,6,5,13,1,1,1,2,1,6,5,6,0,0,1,3,0,3,6,True
311,12,1,1,1,2,0,6,4,14,1,1,1,3,0,7,6,7,0,0,1,3,1,3,7,True
312,15,1,1,1,3,1,7,7,1,0,0,0,0,1,0,1,13,1,1,1,2,1,6,5,False
313,14,1,1,1,3,0,7,6,3,0,0,0,1,1,1,3,7,0,0,1,3,1,3,7,False
314,15,1,1,1,3,1,7,7,4,0,0,1,2,0,2,4,3,0,0,0,1,1,1,3,False
315,14,1,1,1,3,0,7,6,6,0,0,1,3,0,3,6,8,1,1,0,0,0,4,0,False
316,14,1,1,1,3,0,7,6,8,1,1,0,0,0,4,0,2,0,0,0,1,0,1,2,True
317,15,1,1,1,3,1,7,7,10,1,1,0,1,0,5,2,6,0,0,1,3,0,3,6,False
318,14,1,1,1,3,0,7,6,13,1,1,1,2,1,6,5,4,0,0,1,2,0,2,4,True
319,15,1,1,1,3,1,7,7,14,1,1,1,3,0,7,6,0,0,0,0,0,0,0,0,False
