,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
220,6,3,0,0,1,3,6,2,1,0,0,0,1,2,8,0,1,0,0,4,0,14,3,1,0,1,7,6,False,False
221,6,3,0,0,1,3,6,8,0,1,0,0,4,0,0,0,0,0,0,0,0,13,2,1,1,1,6,5,False,False
222,14,3,1,0,1,7,6,0,0,0,0,0,0,0,14,3,1,0,1,7,6,7,3,0,1,1,3,7,False,False
223,15,3,1,1,1,7,7,2,1,0,0,0,1,2,4,2,0,0,1,2,4,8,0,1,0,0,4,0,True,True
224,3,1,0,1,0,1,3,6,3,0,0,1,3,6,14,3,1,0,1,7,6,14,3,1,0,1,7,6,False,False
225,6,3,0,0,1,3,6,7,3,0,1,1,3,7,11,1,1,1,0,5,3,7,3,0,1,1,3,7,False,True
226,7,3,0,1,1,3,7,15,3,1,1,1,7,7,10,1,1,0,0,5,2,5,2,0,1,1,2,5,True,True
227,7,3,0,1,1,3,7,8,0,1,0,0,4,0,12,2,1,0,1,6,4,1,0,0,1,0,0,1,True,True
228,10,1,1,0,0,5,2,1,0,0,1,0,0,1,9,0,1,1,0,4,1,12,2,1,0,1,6,4,False,True
229,3,1,0,1,0,1,3,10,1,1,0,0,5,2,12,2,1,0,1,6,4,6,3,0,0,1,3,6,True,True
230,8,0,1,0,0,4,0,7,3,0,1,1,3,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,True,False
231,14,3,1,0,1,7,6,13,2,1,1,1,6,5,8,0,1,0,0,4,0,2,1,0,0,0,1,2,True,False
232,10,1,1,0,0,5,2,10,1,1,0,0,5,2,9,0,1,1,0,4,1,10,1,1,0,0,5,2,True,True
233,8,0,1,0,0,4,0,7,3,0,1,1,3,7,9,0,1,1,0,4,1,10,1,1,0,0,5,2,False,True
234,7,3,0,1,1,3,7,9,0,1,1,0,4,1,6,3,0,0,1,3,6,11,1,1,1,0,5,3,False,False
235,11,1,1,1,0,5,3,13,2,1,1,1,6,5,12,2,1,0,1,6,4,6,3,0,0,1,3,6,True,False
236,13,2,1,1,1,6,5,4,2,0,0,1,2,4,5,2,0,1,1,2,5,0,0,0,0,0,0,0,True,False
237,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,0,0,1,0,0,1,3,1,0,1,0,1,3,True,True
238,4,2,0,0,1,2,4,4,2,0,0,1,2,4,11,1,1,1,0,5,3,11,1,1,1,0,5,3,False,False
239,1,0,0,1,0,0,1,10,1,1,0,0,5,2,10,1,1,0,0,5,2,4,2,0,0,1,2,4,True,True
240,15,3,1,1,1,7,7,9,0,1,1,0,4,1,2,1,0,0,0,1,2,12,2,1,0,1,6,4,False,True
241,8,0,1,0,0,4,0,10,1,1,0,0,5,2,1,0,0,1,0,0,1,15,3,1,1,1,7,7,False,True
242,9,0,1,1,0,4,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,6,3,0,0,1,3,6,True,False
243,4,2,0,0,1,2,4,12,2,1,0,1,6,4,2,1,0,0,0,1,2,14,3,1,0,1,7,6,False,False
244,13,2,1,1,1,6,5,11,1,1,1,0,5,3,5,2,0,1,1,2,5,10,1,1,0,0,5,2,False,True
245,2,1,0,0,0,1,2,3,1,0,1,0,1,3,6,3,0,0,1,3,6,4,2,0,0,1,2,4,True,True
246,4,2,0,0,1,2,4,11,1,1,1,0,5,3,14,3,1,0,1,7,6,12,2,1,0,1,6,4,True,False
247,4,2,0,0,1,2,4,9,0,1,1,0,4,1,8,0,1,0,0,4,0,5,2,0,1,1,2,5,True,True
248,14,3,1,0,1,7,6,12,2,1,0,1,6,4,7,3,0,1,1,3,7,15,3,1,1,1,7,7,False,True
249,4,2,0,0,1,2,4,1,0,0,1,0,0,1,11,1,1,1,0,5,3,9,0,1,1,0,4,1,False,False
250,0,0,0,0,0,0,0,3,1,0,1,0,1,3,10,1,1,0,0,5,2,14,3,1,0,1,7,6,False,False
251,11,1,1,1,0,5,3,15,3,1,1,1,7,7,12,2,1,0,1,6,4,5,2,0,1,1,2,5,True,False
252,2,1,0,0,0,1,2,4,2,0,0,1,2,4,9,0,1,1,0,4,1,13,2,1,1,1,6,5,False,False
253,7,3,0,1,1,3,7,11,1,1,1,0,5,3,6,3,0,0,1,3,6,9,0,1,1,0,4,1,False,False
254,12,2,1,0,1,6,4,13,2,1,1,1,6,5,0,0,0,0,0,0,0,7,3,0,1,1,3,7,False,False
255,8,0,1,0,0,4,0,14,3,1,0,1,7,6,2,1,0,0,0,1,2,12,2,1,0,1,6,4,False,True
256,12,2,1,0,1,6,4,9,0,1,1,0,4,1,12,2,1,0,1,6,4,8,0,1,0,0,4,0,True,True
257,14,3,1,0,1,7,6,4,2,0,0,1,2,4,11,1,1,1,0,5,3,5,2,0,1,1,2,5,False,False
258,1,0,0,1,0,0,1,7,3,0,1,1,3,7,8,0,1,0,0,4,0,0,0,0,0,0,0,0,False,True
259,11,1,1,1,0,5,3,12,2,1,0,1,6,4,0,0,0,0,0,0,0,8,0,1,0,0,4,0,False,True
260,0,0,0,0,0,0,0,7,3,0,1,1,3,7,14,3,1,0,1,7,6,11,1,1,1,0,5,3,False,False
261,8,0,1,0,0,4,0,1,0,0,1,0,0,1,6,3,0,0,1,3,6,9,0,1,1,0,4,1,True,True
262,5,2,0,1,1,2,5,13,2,1,1,1,6,5,5,2,0,1,1,2,5,0,0,0,0,0,0,0,False,True
263,2,1,0,0,0,1,2,2,1,0,0,0,1,2,4,2,0,0,1,2,4,8,0,1,0,0,4,0,True,False
264,6,3,0,0,1,3,6,7,3,0,1,1,3,7,6,3,0,0,1,3,6,2,1,0,0,0,1,2,True,True
265,15,3,1,1,1,7,7,1,0,0,1,0,0,1,3,1,0,1,0,1,3,10,1,1,0,0,5,2,True,True
266,15,3,1,1,1,7,7,14,3,1,0,1,7,6,5,2,0,1,1,2,5,0,0,0,0,0,0,0,False,False
267,3,1,0,1,0,1,3,2,1,0,0,0,1,2,6,3,0,0,1,3,6,2,1,0,0,0,1,2,True,True
268,10,1,1,0,0,5,2,10,1,1,0,0,5,2,13,2,1,1,1,6,5,0,0,0,0,0,0,0,True,False
269,3,1,0,1,0,1,3,12,2,1,0,1,6,4,6,3,0,0,1,3,6,10,1,1,0,0,5,2,False,False
270,8,0,1,0,0,4,0,9,0,1,1,0,4,1,11,1,1,1,0,5,3,4,2,0,0,1,2,4,True,False
271,13,2,1,1,1,6,5,5,2,0,1,1,2,5,14,3,1,0,1,7,6,5,2,0,1,1,2,5,False,False
272,1,0,0,1,0,0,1,4,2,0,0,1,2,4,4,2,0,0,1,2,4,6,3,0,0,1,3,6,True,True
273,4,2,0,0,1,2,4,13,2,1,1,1,6,5,3,1,0,1,0,1,3,2,1,0,0,0,1,2,False,True
274,13,2,1,1,1,6,5,7,3,0,1,1,3,7,4,2,0,0,1,2,4,3,1,0,1,0,1,3,True,False
275,2,1,0,0,0,1,2,0,0,0,0,0,0,0,11,1,1,1,0,5,3,1,0,0,1,0,0,1,False,True
276,0,0,0,0,0,0,0,10,1,1,0,0,5,2,0,0,0,0,0,0,0,12,2,1,0,1,6,4,False,False
277,9,0,1,1,0,4,1,11,1,1,1,0,5,3,6,3,0,0,1,3,6,2,1,0,0,0,1,2,False,False
278,1,0,0,1,0,0,1,6,3,0,0,1,3,6,2,1,0,0,0,1,2,8,0,1,0,0,4,0,True,False
279,10,1,1,0,0,5,2,14,3,1,0,1,7,6,3,1,0,1,0,1,3,14,3,1,0,1,7,6,False,True
280,5,2,0,1,1,2,5,3,1,0,1,0,1,3,2,1,0,0,0,1,2,6,3,0,0,1,3,6,True,True
281,13,2,1,1,1,6,5,0,0,0,0,0,0,0,14,3,1,0,1,7,6,13,2,1,1,1,6,5,False,True
282,10,1,1,0,0,5,2,10,1,1,0,0,5,2,14,3,1,0,1,7,6,3,1,0,1,0,1,3,True,False
283,13,2,1,1,1,6,5,10,1,1,0,0,5,2,3,1,0,1,0,1,3,14,3,1,0,1,7,6,False,True
284,7,3,0,1,1,3,7,15,3,1,1,1,7,7,12,2,1,0,1,6,4,14,3,1,0,1,7,6,True,False
285,7,3,0,1,1,3,7,9,0,1,1,0,4,1,7,3,0,1,1,3,7,13,2,1,1,1,6,5,False,False
286,15,3,1,1,1,7,7,7,3,0,1,1,3,7,10,1,1,0,0,5,2,6,3,0,0,1,3,6,False,False
287,14,3,1,0,1,7,6,13,2,1,1,1,6,5,14,3,1,0,1,7,6,9,0,1,1,0,4,1,True,True
288,2,1,0,0,0,1,2,11,1,1,1,0,5,3,4,2,0,0,1,2,4,14,3,1,0,1,7,6,False,False
289,7,3,0,1,1,3,7,13,2,1,1,1,6,5,10,1,1,0,0,5,2,6,3,0,0,1,3,6,True,True
290,7,3,0,1,1,3,7,5,2,0,1,1,2,5,6,3,0,0,1,3,6,4,2,0,0,1,2,4,True,True
291,6,3,0,0,1,3,6,2,1,0,0,0,1,2,14,3,1,0,1,7,6,0,0,0,0,0,0,0,False,True
292,10,1,1,0,0,5,2,13,2,1,1,1,6,5,13,2,1,1,1,6,5,13,2,1,1,1,6,5,True,True
293,2,1,0,0,0,1,2,0,0,0,0,0,0,0,12,2,1,0,1,6,4,6,3,0,0,1,3,6,False,True
294,9,0,1,1,0,4,1,14,3,1,0,1,7,6,15,3,1,1,1,7,7,0,0,0,0,0,0,0,True,False
295,14,3,1,0,1,7,6,0,0,0,0,0,0,0,5,2,0,1,1,2,5,3,1,0,1,0,1,3,True,False
296,11,1,1,1,0,5,3,9,0,1,1,0,4,1,2,1,0,0,0,1,2,11,1,1,1,0,5,3,False,True
297,9,0,1,1,0,4,1,12,2,1,0,1,6,4,8,0,1,0,0,4,0,11,1,1,1,0,5,3,True,True
298,7,3,0,1,1,3,7,14,3,1,0,1,7,6,9,0,1,1,0,4,1,10,1,1,0,0,5,2,True,False
299,11,1,1,1,0,5,3,2,1,0,0,0,1,2,8,0,1,0,0,4,0,6,3,0,0,1,3,6,False,False
300,12,2,1,0,1,6,4,15,3,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
301,1,0,0,1,0,0,1,8,0,1,0,0,4,0,9,0,1,1,0,4,1,3,1,0,1,0,1,3,True,True
302,4,2,0,0,1,2,4,1,0,0,1,0,0,1,8,0,1,0,0,4,0,11,1,1,1,0,5,3,False,False
303,0,0,0,0,0,0,0,2,1,0,0,0,1,2,12,2,1,0,1,6,4,5,2,0,1,1,2,5,False,True
304,15,3,1,1,1,7,7,11,1,1,1,0,5,3,8,0,1,0,0,4,0,12,2,1,0,1,6,4,True,True
305,8,0,1,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,3,1,1,1,7,7,True,True
306,9,0,1,1,0,4,1,8,0,1,0,0,4,0,15,3,1,1,1,7,7,7,3,0,1,1,3,7,True,False
307,5,2,0,1,1,2,5,15,3,1,1,1,7,7,10,1,1,0,0,5,2,14,3,1,0,1,7,6,True,False
308,13,2,1,1,1,6,5,2,1,0,0,0,1,2,1,0,0,1,0,0,1,10,1,1,0,0,5,2,True,True
309,2,1,0,0,0,1,2,3,1,0,1,0,1,3,10,1,1,0,0,5,2,4,2,0,0,1,2,4,False,True
310,4,2,0,0,1,2,4,4,2,0,0,1,2,4,2,1,0,0,0,1,2,13,2,1,1,1,6,5,True,False
311,4,2,0,0,1,2,4,6,3,0,0,1,3,6,0,0,0,0,0,0,0,4,2,0,0,1,2,4,True,True
312,14,3,1,0,1,7,6,5,2,0,1,1,2,5,8,0,1,0,0,4,0,15,3,1,1,1,7,7,False,True
313,5,2,0,1,1,2,5,11,1,1,1,0,5,3,11,1,1,1,0,5,3,8,0,1,0,0,4,0,True,False
314,0,0,0,0,0,0,0,15,3,1,1,1,7,7,6,3,0,0,1,3,6,14,3,1,0,1,7,6,False,False
315,11,1,1,1,0,5,3,7,3,0,1,1,3,7,13,2,1,1,1,6,5,4,2,0,0,1,2,4,False,False
316,2,1,0,0,0,1,2,5,2,0,1,1,2,5,0,0,0,0,0,0,0,12,2,1,0,1,6,4,True,False
317,7,3,0,1,1,3,7,4,2,0,0,1,2,4,13,2,1,1,1,6,5,8,0,1,0,0,4,0,False,False
318,12,2,1,0,1,6,4,9,0,1,1,0,4,1,0,0,0,0,0,0,0,6,3,0,0,1,3,6,False,False
319,9,0,1,1,0,4,1,8,0,1,0,0,4,0,4,2,0,0,1,2,4,12,2,1,0,1,6,4,False,True
