image_path,condition,image_nr,category_nr,exemplar_nr,test_image_nr,things_category_nr,things_image_nr,things_exemplar_nr
images_fmri/coin/coin_10s.jpg,exp,1918,160,10,,386,5560,10
images_fmri/coin/coin_11s.jpg,exp,1919,160,11,,386,5561,11
images_fmri/coin/coin_12s.jpg,exp,1920,160,12,,386,5562,12
images_fmri/coleslaw/coleslaw_01b.jpg,exp,1921,161,1,,387,5566,1
images_fmri/coleslaw/coleslaw_02n.jpg,exp,1922,161,2,,387,5567,2
images_fmri/coleslaw/coleslaw_03s.jpg,exp,1923,161,3,,387,5568,3
images_fmri/coleslaw/coleslaw_04s.jpg,exp,1924,161,4,,387,5569,4
images_fmri/coleslaw/coleslaw_05s.jpg,exp,1925,161,5,,387,5570,5
images_fmri/coleslaw/coleslaw_06s.jpg,exp,1926,161,6,,387,5571,6
images_fmri/coleslaw/coleslaw_07s.jpg,exp,1927,161,7,,387,5572,7
images_fmri/coleslaw/coleslaw_08s.jpg,exp,1928,161,8,,387,5573,8
images_fmri/coleslaw/coleslaw_09s.jpg,exp,1929,161,9,,387,5574,9
images_fmri/coleslaw/coleslaw_10s.jpg,exp,1930,161,10,,387,5575,10
images_fmri/coleslaw/coleslaw_11s.jpg,exp,1931,161,11,,387,5576,11
images_fmri/coleslaw/coleslaw_12s.jpg,exp,1932,161,12,,387,5577,12
images_fmri/comb/comb_01b.jpg,exp,1933,162,1,,390,5611,1
images_fmri/comb/comb_02s.jpg,exp,1934,162,2,,390,5612,2
images_fmri/comb/comb_03s.jpg,exp,1935,162,3,,390,5613,3
images_fmri/comb/comb_04s.jpg,exp,1936,162,4,,390,5614,4
images_fmri/comb/comb_05s.jpg,exp,1937,162,5,,390,5615,5
images_fmri/comb/comb_06s.jpg,exp,1938,162,6,,390,5616,6
images_fmri/comb/comb_07s.jpg,exp,1939,162,7,,390,5617,7
images_fmri/comb/comb_08s.jpg,exp,1940,162,8,,390,5618,8
images_fmri/comb/comb_09s.jpg,exp,1941,162,9,,390,5619,9
images_fmri/comb/comb_10s.jpg,exp,1942,162,10,,390,5620,10
images_fmri/comb/comb_11s.jpg,exp,1943,162,11,,390,5621,11
images_fmri/comb/comb_12s.jpg,exp,1944,162,12,,390,5622,12
images_fmri/compass/compass_01b.jpg,exp,1945,163,1,,393,5650,1
images_fmri/compass/compass_02s.jpg,exp,1946,163,2,,393,5651,2
images_fmri/compass/compass_03s.jpg,exp,1947,163,3,,393,5652,3
images_fmri/compass/compass_04s.jpg,exp,1948,163,4,,393,5653,4
images_fmri/compass/compass_05s.jpg,exp,1949,163,5,,393,5654,5
images_fmri/compass/compass_06n.jpg,exp,1950,163,6,,393,5655,6
images_fmri/compass/compass_07n.jpg,exp,1951,163,7,,393,5656,7
images_fmri/compass/compass_08s.jpg,exp,1952,163,8,,393,5657,8
images_fmri/compass/compass_09n.jpg,exp,1953,163,9,,393,5658,9
images_fmri/compass/compass_10n.jpg,exp,1954,163,10,,393,5659,10
images_fmri/compass/compass_11n.jpg,exp,1955,163,11,,393,5660,11
images_fmri/compass/compass_12n.jpg,exp,1956,163,12,,393,5661,12
images_fmri/computer/computer_01b.jpg,exp,1957,164,1,,395,5678,1
images_fmri/computer/computer_02s.jpg,exp,1958,164,2,,395,5679,2
images_fmri/computer/computer_03n.jpg,exp,1959,164,3,,395,5680,3
images_fmri/computer/computer_04s.jpg,exp,1960,164,4,,395,5681,4
images_fmri/computer/computer_05s.jpg,exp,1961,164,5,,395,5682,5
images_fmri/computer/computer_06n.jpg,exp,1962,164,6,,395,5683,6
images_fmri/computer/computer_07s.jpg,exp,1963,164,7,,395,5684,7
images_fmri/computer/computer_08s.jpg,exp,1964,164,8,,395,5685,8
images_fmri/computer/computer_09n.jpg,exp,1965,164,9,,395,5686,9
images_fmri/computer/computer_10n.jpg,exp,1966,164,10,,395,5687,10
images_fmri/computer/computer_11s.jpg,exp,1967,164,11,,395,5688,11
images_fmri/computer/computer_12s.jpg,exp,1968,164,12,,395,5689,12
images_fmri/computer_screen/computer_screen_01b.jpg,exp,1969,165,1,,396,5690,1
images_fmri/computer_screen/computer_screen_02s.jpg,exp,1970,165,2,,396,5691,2
images_fmri/computer_screen/computer_screen_03s.jpg,exp,1971,165,3,,396,5692,3
images_fmri/computer_screen/computer_screen_04s.jpg,exp,1972,165,4,,396,5693,4
images_fmri/computer_screen/computer_screen_05s.jpg,exp,1973,165,5,,396,5694,5
images_fmri/computer_screen/computer_screen_06s.jpg,exp,1974,165,6,,396,5695,6
images_fmri/computer_screen/computer_screen_07s.jpg,exp,1975,165,7,,396,5696,7
images_fmri/computer_screen/computer_screen_08s.jpg,exp,1976,165,8,,396,5697,8
images_fmri/computer_screen/computer_screen_09s.jpg,exp,1977,165,9,,396,5698,9
images_fmri/computer_screen/computer_screen_10s.jpg,exp,1978,165,10,,396,5699,10
images_fmri/computer_screen/computer_screen_11s.jpg,exp,1979,165,11,,396,5700,11
images_fmri/computer_screen/computer_screen_12s.jpg,exp,1980,165,12,,396,5701,12
images_fmri/confetti/confetti_01b.jpg,exp,1981,166,1,,397,5706,1
images_fmri/confetti/confetti_02s.jpg,exp,1982,166,2,,397,5707,2
images_fmri/confetti/confetti_03s.jpg,exp,1983,166,3,,397,5708,3
images_fmri/confetti/confetti_04s.jpg,exp,1984,166,4,,397,5709,4
images_fmri/confetti/confetti_05s.jpg,exp,1985,166,5,,397,5710,5
images_fmri/confetti/confetti_06s.jpg,exp,1986,166,6,,397,5711,6
images_fmri/confetti/confetti_07s.jpg,exp,1987,166,7,,397,5712,7
images_fmri/confetti/confetti_08s.jpg,exp,1988,166,8,,397,5713,8
images_fmri/confetti/confetti_09s.jpg,exp,1989,166,9,,397,5714,9
images_fmri/confetti/confetti_10s.jpg,exp,1990,166,10,,397,5715,10
images_fmri/confetti/confetti_11s.jpg,exp,1991,166,11,,397,5716,11
images_fmri/confetti/confetti_12s.jpg,exp,1992,166,12,,397,5717,12
images_fmri/contact_lens/contact_lens_01s.jpg,exp,1993,167,1,,398,5718,1
images_fmri/contact_lens/contact_lens_02s.jpg,exp,1994,167,2,,398,5719,2
images_fmri/contact_lens/contact_lens_03s.jpg,exp,1995,167,3,,398,5720,3
images_fmri/contact_lens/contact_lens_04s.jpg,exp,1996,167,4,,398,5721,4
images_fmri/contact_lens/contact_lens_05s.jpg,exp,1997,167,5,,398,5722,5
images_fmri/contact_lens/contact_lens_06s.jpg,exp,1998,167,6,,398,5723,6
images_fmri/contact_lens/contact_lens_07s.jpg,exp,1999,167,7,,398,5724,7
images_fmri/contact_lens/contact_lens_08s.jpg,exp,2000,167,8,,398,5725,8
images_fmri/contact_lens/contact_lens_09s.jpg,exp,2001,167,9,,398,5726,9
images_fmri/contact_lens/contact_lens_10s.jpg,exp,2002,167,10,,398,5727,10
images_fmri/contact_lens/contact_lens_11s.jpg,exp,2003,167,11,,398,5728,11
images_fmri/contact_lens/contact_lens_12s.jpg,exp,2004,167,12,,398,5729,12
images_fmri/cookie/cookie_01b.jpg,exp,2005,168,1,,401,5763,1
images_fmri/cookie/cookie_02s.jpg,exp,2006,168,2,,401,5764,2
images_fmri/cookie/cookie_03s.jpg,exp,2007,168,3,,401,5765,3
images_fmri/cookie/cookie_04s.jpg,exp,2008,168,4,,401,5766,4
images_fmri/cookie/cookie_05s.jpg,exp,2009,168,5,,401,5767,5
images_fmri/cookie/cookie_06s.jpg,exp,2010,168,6,,401,5768,6
images_fmri/cookie/cookie_07s.jpg,exp,2011,168,7,,401,5769,7
images_fmri/cookie/cookie_08s.jpg,exp,2012,168,8,,401,5770,8
images_fmri/cookie/cookie_09s.jpg,exp,2013,168,9,,401,5771,9
images_fmri/cookie/cookie_10s.jpg,exp,2014,168,10,,401,5772,10
images_fmri/cookie/cookie_11s.jpg,exp,2015,168,11,,401,5773,11
images_fmri/cookie/cookie_12s.jpg,exp,2016,168,12,,401,5774,12
images_fmri/copier/copier_01s.jpg,exp,2017,169,1,,406,5831,1
images_fmri/copier/copier_02s.jpg,exp,2018,169,2,,406,5832,2
images_fmri/copier/copier_03s.jpg,exp,2019,169,3,,406,5833,3
images_fmri/copier/copier_04n.jpg,exp,2020,169,4,,406,5834,4
images_fmri/copier/copier_05s.jpg,exp,2021,169,5,,406,5835,5
images_fmri/copier/copier_06n.jpg,exp,2022,169,6,,406,5836,6
images_fmri/copier/copier_07n.jpg,exp,2023,169,7,,406,5837,7
images_fmri/copier/copier_08s.jpg,exp,2024,169,8,,406,5838,8
images_fmri/copier/copier_09s.jpg,exp,2025,169,9,,406,5839,9
images_fmri/copier/copier_10n.jpg,exp,2026,169,10,,406,5840,10
images_fmri/copier/copier_11n.jpg,exp,2027,169,11,,406,5841,11
images_fmri/copier/copier_12s.jpg,exp,2028,169,12,,406,5842,12
images_fmri/cork/cork_01b.jpg,exp,2029,170,1,,410,5886,1
images_fmri/cork/cork_02s.jpg,exp,2030,170,2,,410,5887,2
images_fmri/cork/cork_03s.jpg,exp,2031,170,3,,410,5888,3
images_fmri/cork/cork_04s.jpg,exp,2032,170,4,,410,5889,4
images_fmri/cork/cork_05s.jpg,exp,2033,170,5,,410,5890,5
images_fmri/cork/cork_06s.jpg,exp,2034,170,6,,410,5891,6
images_fmri/cork/cork_07s.jpg,exp,2035,170,7,,410,5892,7
images_fmri/cork/cork_08s.jpg,exp,2036,170,8,,410,5893,8
images_fmri/cork/cork_09s.jpg,exp,2037,170,9,,410,5894,9
images_fmri/cork/cork_10s.jpg,exp,2038,170,10,,410,5895,10
images_fmri/cork/cork_11s.jpg,exp,2039,170,11,,410,5896,11
images_fmri/cork/cork_12s.jpg,exp,2040,170,12,,410,5897,12
images_fmri/corkscrew/corkscrew_01b.jpg,exp,2041,171,1,,412,5915,1
images_fmri/corkscrew/corkscrew_02s.jpg,exp,2042,171,2,,412,5916,2
images_fmri/corkscrew/corkscrew_03s.jpg,exp,2043,171,3,,412,5917,3
images_fmri/corkscrew/corkscrew_04s.jpg,exp,2044,171,4,,412,5918,4
images_fmri/corkscrew/corkscrew_05s.jpg,exp,2045,171,5,,412,5919,5
images_fmri/corkscrew/corkscrew_06s.jpg,exp,2046,171,6,,412,5920,6
images_fmri/corkscrew/corkscrew_07s.jpg,exp,2047,171,7,,412,5921,7
images_fmri/corkscrew/corkscrew_08n.jpg,exp,2048,171,8,,412,5922,8
images_fmri/corkscrew/corkscrew_09s.jpg,exp,2049,171,9,,412,5923,9
images_fmri/corkscrew/corkscrew_10s.jpg,exp,2050,171,10,,412,5924,10
images_fmri/corkscrew/corkscrew_11s.jpg,exp,2051,171,11,,412,5925,11
images_fmri/corkscrew/corkscrew_12s.jpg,exp,2052,171,12,,412,5926,12
images_fmri/corn/corn_01s.jpg,exp,2053,172,1,,413,5927,1
images_fmri/corn/corn_02s.jpg,exp,2054,172,2,,413,5928,2
images_fmri/corn/corn_03s.jpg,exp,2055,172,3,,413,5929,3
images_fmri/corn/corn_04s.jpg,exp,2056,172,4,,413,5930,4
images_fmri/corn/corn_05s.jpg,exp,2057,172,5,,413,5931,5
images_fmri/corn/corn_06s.jpg,exp,2058,172,6,,413,5932,6
images_fmri/corn/corn_07s.jpg,exp,2059,172,7,,413,5933,7
images_fmri/corn/corn_08s.jpg,exp,2060,172,8,,413,5934,8
images_fmri/corn/corn_09s.jpg,exp,2061,172,9,,413,5935,9
images_fmri/corn/corn_10s.jpg,exp,2062,172,10,,413,5936,10
images_fmri/corn/corn_11s.jpg,exp,2063,172,11,,413,5937,11
images_fmri/corn/corn_12s.jpg,exp,2064,172,12,,413,5938,12
images_fmri/cotton_candy/cotton_candy_01b.jpg,exp,2065,173,1,,422,6064,1
images_fmri/cotton_candy/cotton_candy_02s.jpg,exp,2066,173,2,,422,6065,2
images_fmri/cotton_candy/cotton_candy_03s.jpg,exp,2067,173,3,,422,6066,3
images_fmri/cotton_candy/cotton_candy_04s.jpg,exp,2068,173,4,,422,6067,4
images_fmri/cotton_candy/cotton_candy_05s.jpg,exp,2069,173,5,,422,6068,5
images_fmri/cotton_candy/cotton_candy_06s.jpg,exp,2070,173,6,,422,6069,6
images_fmri/cotton_candy/cotton_candy_07s.jpg,exp,2071,173,7,,422,6070,7
images_fmri/cotton_candy/cotton_candy_08s.jpg,exp,2072,173,8,,422,6071,8
images_fmri/cotton_candy/cotton_candy_09s.jpg,exp,2073,173,9,,422,6072,9
images_fmri/cotton_candy/cotton_candy_10s.jpg,exp,2074,173,10,,422,6073,10
images_fmri/cotton_candy/cotton_candy_11s.jpg,exp,2075,173,11,,422,6074,11
images_fmri/cotton_candy/cotton_candy_12s.jpg,exp,2076,173,12,,422,6075,12
images_fmri/couch/couch_01b.jpg,exp,2077,174,1,,423,6077,1
images_fmri/couch/couch_02s.jpg,exp,2078,174,2,,423,6078,2
images_fmri/couch/couch_03s.jpg,exp,2079,174,3,,423,6079,3
images_fmri/couch/couch_04s.jpg,exp,2080,174,4,,423,6080,4
images_fmri/couch/couch_05s.jpg,exp,2081,174,5,,423,6081,5
images_fmri/couch/couch_06s.jpg,exp,2082,174,6,,423,6082,6
images_fmri/couch/couch_07s.jpg,exp,2083,174,7,,423,6083,7
images_fmri/couch/couch_08n.jpg,exp,2084,174,8,,423,6084,8
images_fmri/couch/couch_09s.jpg,exp,2085,174,9,,423,6085,9
images_fmri/couch/couch_10s.jpg,exp,2086,174,10,,423,6086,10
images_fmri/couch/couch_11s.jpg,exp,2087,174,11,,423,6087,11
images_fmri/couch/couch_12s.jpg,exp,2088,174,12,,423,6088,12
images_fmri/coverall/coverall_01b.jpg,exp,2089,175,1,,426,6136,1
images_fmri/coverall/coverall_02s.jpg,exp,2090,175,2,,426,6137,2
images_fmri/coverall/coverall_03s.jpg,exp,2091,175,3,,426,6138,3
images_fmri/coverall/coverall_04s.jpg,exp,2092,175,4,,426,6139,4
images_fmri/coverall/coverall_05s.jpg,exp,2093,175,5,,426,6140,5
images_fmri/coverall/coverall_06s.jpg,exp,2094,175,6,,426,6141,6
images_fmri/coverall/coverall_07s.jpg,exp,2095,175,7,,426,6142,7
images_fmri/coverall/coverall_08s.jpg,exp,2096,175,8,,426,6143,8
images_fmri/coverall/coverall_09s.jpg,exp,2097,175,9,,426,6144,9
images_fmri/coverall/coverall_10s.jpg,exp,2098,175,10,,426,6145,10
images_fmri/coverall/coverall_11s.jpg,exp,2099,175,11,,426,6146,11
images_fmri/coverall/coverall_12s.jpg,exp,2100,175,12,,426,6147,12
images_fmri/cow/cow_01b.jpg,exp,2101,176,1,,427,6150,1
images_fmri/cow/cow_02s.jpg,exp,2102,176,2,,427,6151,2
images_fmri/cow/cow_03s.jpg,exp,2103,176,3,,427,6152,3
images_fmri/cow/cow_04s.jpg,exp,2104,176,4,,427,6153,4
images_fmri/cow/cow_05s.jpg,exp,2105,176,5,,427,6154,5
images_fmri/cow/cow_06n.jpg,exp,2106,176,6,,427,6155,6
images_fmri/cow/cow_07s.jpg,exp,2107,176,7,,427,6156,7
images_fmri/cow/cow_08s.jpg,exp,2108,176,8,,427,6157,8
images_fmri/cow/cow_09s.jpg,exp,2109,176,9,,427,6158,9
images_fmri/cow/cow_10s.jpg,exp,2110,176,10,,427,6159,10
images_fmri/cow/cow_11s.jpg,exp,2111,176,11,,427,6160,11
images_fmri/cow/cow_12s.jpg,exp,2112,176,12,,427,6161,12
images_fmri/cranberry/cranberry_01b.jpg,exp,2113,177,1,,431,6218,1
images_fmri/cranberry/cranberry_02s.jpg,exp,2114,177,2,,431,6219,2
images_fmri/cranberry/cranberry_03n.jpg,exp,2115,177,3,,431,6220,3
images_fmri/cranberry/cranberry_04n.jpg,exp,2116,177,4,,431,6221,4
images_fmri/cranberry/cranberry_05s.jpg,exp,2117,177,5,,431,6222,5
images_fmri/cranberry/cranberry_06n.jpg,exp,2118,177,6,,431,6223,6
images_fmri/cranberry/cranberry_07n.jpg,exp,2119,177,7,,431,6224,7
images_fmri/cranberry/cranberry_08s.jpg,exp,2120,177,8,,431,6225,8
images_fmri/cranberry/cranberry_09n.jpg,exp,2121,177,9,,431,6226,9
images_fmri/cranberry/cranberry_10s.jpg,exp,2122,177,10,,431,6227,10
images_fmri/cranberry/cranberry_11n.jpg,exp,2123,177,11,,431,6228,11
images_fmri/cranberry/cranberry_12s.jpg,exp,2124,177,12,,431,6229,12
images_fmri/crank/crank_01b.jpg,exp,2125,178,1,,433,6250,1
images_fmri/crank/crank_02s.jpg,exp,2126,178,2,,433,6251,2
images_fmri/crank/crank_03s.jpg,exp,2127,178,3,,433,6252,3
images_fmri/crank/crank_04s.jpg,exp,2128,178,4,,433,6253,4
images_fmri/crank/crank_05s.jpg,exp,2129,178,5,,433,6254,5
images_fmri/crank/crank_06s.jpg,exp,2130,178,6,,433,6255,6
images_fmri/crank/crank_07s.jpg,exp,2131,178,7,,433,6256,7
images_fmri/crank/crank_08s.jpg,exp,2132,178,8,,433,6257,8
images_fmri/crank/crank_09s.jpg,exp,2133,178,9,,433,6258,9
images_fmri/crank/crank_10s.jpg,exp,2134,178,10,,433,6259,10
images_fmri/crank/crank_11s.jpg,exp,2135,178,11,,433,6260,11
images_fmri/crank/crank_12s.jpg,exp,2136,178,12,,433,6261,12
images_fmri/crate/crate_01b.jpg,exp,2137,179,1,,434,6266,1
images_fmri/crate/crate_02s.jpg,exp,2138,179,2,,434,6267,2
images_fmri/crate/crate_03s.jpg,exp,2139,179,3,,434,6268,3
images_fmri/crate/crate_04s.jpg,exp,2140,179,4,,434,6269,4
images_fmri/crate/crate_05s.jpg,exp,2141,179,5,,434,6270,5
images_fmri/crate/crate_06s.jpg,exp,2142,179,6,,434,6271,6
images_fmri/crate/crate_07s.jpg,exp,2143,179,7,,434,6272,7
images_fmri/crate/crate_08s.jpg,exp,2144,179,8,,434,6273,8
images_fmri/crate/crate_09s.jpg,exp,2145,179,9,,434,6274,9
images_fmri/crate/crate_10s.jpg,exp,2146,179,10,,434,6275,10
images_fmri/crate/crate_11s.jpg,exp,2147,179,11,,434,6276,11
images_fmri/crate/crate_12s.jpg,exp,2148,179,12,,434,6277,12
images_fmri/crayfish/crayfish_01b.jpg,exp,2149,180,1,,435,6283,1
images_fmri/crayfish/crayfish_02s.jpg,exp,2150,180,2,,435,6284,2
images_fmri/crayfish/crayfish_03s.jpg,exp,2151,180,3,,435,6285,3
images_fmri/crayfish/crayfish_04s.jpg,exp,2152,180,4,,435,6286,4
images_fmri/crayfish/crayfish_05s.jpg,exp,2153,180,5,,435,6287,5
images_fmri/crayfish/crayfish_06n.jpg,exp,2154,180,6,,435,6288,6
images_fmri/crayfish/crayfish_07s.jpg,exp,2155,180,7,,435,6289,7
images_fmri/crayfish/crayfish_08s.jpg,exp,2156,180,8,,435,6290,8
images_fmri/crayfish/crayfish_09s.jpg,exp,2157,180,9,,435,6291,9
images_fmri/crayfish/crayfish_10s.jpg,exp,2158,180,10,,435,6292,10
images_fmri/crayfish/crayfish_11s.jpg,exp,2159,180,11,,435,6293,11
images_fmri/crayfish/crayfish_12s.jpg,exp,2160,180,12,,435,6294,12
images_fmri/crayon/crayon_01b.jpg,exp,2161,181,1,,436,6298,1
images_fmri/crayon/crayon_02s.jpg,exp,2162,181,2,,436,6299,2
images_fmri/crayon/crayon_03s.jpg,exp,2163,181,3,,436,6300,3
images_fmri/crayon/crayon_04s.jpg,exp,2164,181,4,,436,6301,4
images_fmri/crayon/crayon_05s.jpg,exp,2165,181,5,,436,6302,5
images_fmri/crayon/crayon_06s.jpg,exp,2166,181,6,,436,6303,6
images_fmri/crayon/crayon_07s.jpg,exp,2167,181,7,,436,6304,7
images_fmri/crayon/crayon_08s.jpg,exp,2168,181,8,,436,6305,8
images_fmri/crayon/crayon_09s.jpg,exp,2169,181,9,,436,6306,9
images_fmri/crayon/crayon_10s.jpg,exp,2170,181,10,,436,6307,10
images_fmri/crayon/crayon_11s.jpg,exp,2171,181,11,,436,6308,11
images_fmri/crayon/crayon_12s.jpg,exp,2172,181,12,,436,6309,12
images_fmri/credit_card/credit_card_01b.jpg,exp,2173,182,1,,439,6339,1
images_fmri/credit_card/credit_card_02s.jpg,exp,2174,182,2,,439,6340,2
images_fmri/credit_card/credit_card_03s.jpg,exp,2175,182,3,,439,6341,3
images_fmri/credit_card/credit_card_04s.jpg,exp,2176,182,4,,439,6342,4
images_fmri/credit_card/credit_card_05s.jpg,exp,2177,182,5,,439,6343,5
images_fmri/credit_card/credit_card_06s.jpg,exp,2178,182,6,,439,6344,6
images_fmri/credit_card/credit_card_07s.jpg,exp,2179,182,7,,439,6345,7
images_fmri/credit_card/credit_card_08s.jpg,exp,2180,182,8,,439,6346,8
images_fmri/credit_card/credit_card_09s.jpg,exp,2181,182,9,,439,6347,9
images_fmri/credit_card/credit_card_10s.jpg,exp,2182,182,10,,439,6348,10
images_fmri/credit_card/credit_card_11s.jpg,exp,2183,182,11,,439,6349,11
images_fmri/credit_card/credit_card_12s.jpg,exp,2184,182,12,,439,6350,12
images_fmri/crib/crib_01b.jpg,exp,2185,183,1,,442,6389,1
images_fmri/crib/crib_02s.jpg,exp,2186,183,2,,442,6390,2
images_fmri/crib/crib_03s.jpg,exp,2187,183,3,,442,6391,3
images_fmri/crib/crib_04s.jpg,exp,2188,183,4,,442,6392,4
images_fmri/crib/crib_05s.jpg,exp,2189,183,5,,442,6393,5
images_fmri/crib/crib_06s.jpg,exp,2190,183,6,,442,6394,6
images_fmri/crib/crib_07s.jpg,exp,2191,183,7,,442,6395,7
images_fmri/crib/crib_08s.jpg,exp,2192,183,8,,442,6396,8
images_fmri/crib/crib_09n.jpg,exp,2193,183,9,,442,6397,9
images_fmri/crib/crib_10s.jpg,exp,2194,183,10,,442,6398,10
images_fmri/crib/crib_11n.jpg,exp,2195,183,11,,442,6399,11
images_fmri/crib/crib_12s.jpg,exp,2196,183,12,,442,6400,12
images_fmri/croissant/croissant_01b.jpg,exp,2197,184,1,,443,6406,1
images_fmri/croissant/croissant_02s.jpg,exp,2198,184,2,,443,6407,2
images_fmri/croissant/croissant_03s.jpg,exp,2199,184,3,,443,6408,3
images_fmri/croissant/croissant_04s.jpg,exp,2200,184,4,,443,6409,4
images_fmri/croissant/croissant_05s.jpg,exp,2201,184,5,,443,6410,5
images_fmri/croissant/croissant_06s.jpg,exp,2202,184,6,,443,6411,6
images_fmri/croissant/croissant_07s.jpg,exp,2203,184,7,,443,6412,7
images_fmri/croissant/croissant_08s.jpg,exp,2204,184,8,,443,6413,8
images_fmri/croissant/croissant_09s.jpg,exp,2205,184,9,,443,6414,9
images_fmri/croissant/croissant_10s.jpg,exp,2206,184,10,,443,6415,10
images_fmri/croissant/croissant_11s.jpg,exp,2207,184,11,,443,6416,11
images_fmri/croissant/croissant_12s.jpg,exp,2208,184,12,,443,6417,12
images_fmri/crouton/crouton_01b.jpg,exp,2209,185,1,,446,6450,1
images_fmri/crouton/crouton_02n.jpg,exp,2210,185,2,,446,6451,2
images_fmri/crouton/crouton_03s.jpg,exp,2211,185,3,,446,6452,3
images_fmri/crouton/crouton_04n.jpg,exp,2212,185,4,,446,6453,4
images_fmri/crouton/crouton_05s.jpg,exp,2213,185,5,,446,6454,5
images_fmri/crouton/crouton_06s.jpg,exp,2214,185,6,,446,6455,6
images_fmri/crouton/crouton_07s.jpg,exp,2215,185,7,,446,6456,7
images_fmri/crouton/crouton_08n.jpg,exp,2216,185,8,,446,6457,8
images_fmri/crouton/crouton_09s.jpg,exp,2217,185,9,,446,6458,9
images_fmri/crouton/crouton_10n.jpg,exp,2218,185,10,,446,6459,10
images_fmri/crouton/crouton_11n.jpg,exp,2219,185,11,,446,6460,11
images_fmri/crouton/crouton_12s.jpg,exp,2220,185,12,,446,6461,12
images_fmri/crowbar/crowbar_01b.jpg,exp,2221,186,1,,448,6483,1
images_fmri/crowbar/crowbar_02s.jpg,exp,2222,186,2,,448,6484,2
images_fmri/crowbar/crowbar_03s.jpg,exp,2223,186,3,,448,6485,3
images_fmri/crowbar/crowbar_04s.jpg,exp,2224,186,4,,448,6486,4
images_fmri/crowbar/crowbar_05n.jpg,exp,2225,186,5,,448,6487,5
images_fmri/crowbar/crowbar_06n.jpg,exp,2226,186,6,,448,6488,6
images_fmri/crowbar/crowbar_07n.jpg,exp,2227,186,7,,448,6489,7
images_fmri/crowbar/crowbar_08s.jpg,exp,2228,186,8,,448,6490,8
images_fmri/crowbar/crowbar_09s.jpg,exp,2229,186,9,,448,6491,9
images_fmri/crowbar/crowbar_10s.jpg,exp,2230,186,10,,448,6492,10
images_fmri/crowbar/crowbar_11s.jpg,exp,2231,186,11,,448,6493,11
images_fmri/crowbar/crowbar_12s.jpg,exp,2232,186,12,,448,6494,12
images_fmri/crown/crown_01b.jpg,exp,2233,187,1,,449,6495,1
images_fmri/crown/crown_02s.jpg,exp,2234,187,2,,449,6496,2
images_fmri/crown/crown_03s.jpg,exp,2235,187,3,,449,6497,3
images_fmri/crown/crown_04s.jpg,exp,2236,187,4,,449,6498,4
images_fmri/crown/crown_05n.jpg,exp,2237,187,5,,449,6499,5
images_fmri/crown/crown_06s.jpg,exp,2238,187,6,,449,6500,6
images_fmri/crown/crown_07s.jpg,exp,2239,187,7,,449,6501,7
images_fmri/crown/crown_08s.jpg,exp,2240,187,8,,449,6502,8
images_fmri/crown/crown_09s.jpg,exp,2241,187,9,,449,6503,9
images_fmri/crown/crown_10s.jpg,exp,2242,187,10,,449,6504,10
images_fmri/crown/crown_11s.jpg,exp,2243,187,11,,449,6505,11
images_fmri/crown/crown_12s.jpg,exp,2244,187,12,,449,6506,12
images_fmri/crutch/crutch_01b.jpg,exp,2245,188,1,,453,6543,1
images_fmri/crutch/crutch_02s.jpg,exp,2246,188,2,,453,6544,2
images_fmri/crutch/crutch_03s.jpg,exp,2247,188,3,,453,6545,3
images_fmri/crutch/crutch_04s.jpg,exp,2248,188,4,,453,6546,4
images_fmri/crutch/crutch_05s.jpg,exp,2249,188,5,,453,6547,5
images_fmri/crutch/crutch_06s.jpg,exp,2250,188,6,,453,6548,6
images_fmri/crutch/crutch_07s.jpg,exp,2251,188,7,,453,6549,7
images_fmri/crutch/crutch_08s.jpg,exp,2252,188,8,,453,6550,8
images_fmri/crutch/crutch_09s.jpg,exp,2253,188,9,,453,6551,9
images_fmri/crutch/crutch_10s.jpg,exp,2254,188,10,,453,6552,10
images_fmri/crutch/crutch_11s.jpg,exp,2255,188,11,,453,6553,11
images_fmri/crutch/crutch_12s.jpg,exp,2256,188,12,,453,6554,12
images_fmri/crystal1/crystal1_01b.jpg,exp,2257,189,1,,455,6569,1
images_fmri/crystal1/crystal1_02s.jpg,exp,2258,189,2,,455,6570,2
images_fmri/crystal1/crystal1_03s.jpg,exp,2259,189,3,,455,6571,3
images_fmri/crystal1/crystal1_04s.jpg,exp,2260,189,4,,455,6572,4
images_fmri/crystal1/crystal1_05s.jpg,exp,2261,189,5,,455,6573,5
images_fmri/crystal1/crystal1_06s.jpg,exp,2262,189,6,,455,6574,6
images_fmri/crystal1/crystal1_07s.jpg,exp,2263,189,7,,455,6575,7
images_fmri/crystal1/crystal1_08s.jpg,exp,2264,189,8,,455,6576,8
images_fmri/crystal1/crystal1_09s.jpg,exp,2265,189,9,,455,6577,9
images_fmri/crystal1/crystal1_10s.jpg,exp,2266,189,10,,455,6578,10
images_fmri/crystal1/crystal1_11s.jpg,exp,2267,189,11,,455,6579,11
images_fmri/crystal1/crystal1_12s.jpg,exp,2268,189,12,,455,6580,12
images_fmri/cucumber/cucumber_01b.jpg,exp,2269,190,1,,458,6622,1
images_fmri/cucumber/cucumber_02s.jpg,exp,2270,190,2,,458,6623,2
images_fmri/cucumber/cucumber_03s.jpg,exp,2271,190,3,,458,6624,3
images_fmri/cucumber/cucumber_04s.jpg,exp,2272,190,4,,458,6625,4
